"","title","tags"
"1781","A mobile fridge for vaccines","medicine"
"1782","A mobile fridge for vaccines","technology"
"1783","Surprising stats about child carseats","business"
"1784","Surprising stats about child carseats","cars"
"1785","Surprising stats about child carseats","culture"
"1786","Surprising stats about child carseats","economics"
"1787","Surprising stats about child carseats","parenting"
"1788","Surprising stats about child carseats","statistics"
"1789","Surprising stats about child carseats","transportation"
"1790","The transformative power of classical music","conducting"
"1791","The transformative power of classical music","creativity"
"1792","The transformative power of classical music","culture"
"1793","The transformative power of classical music","entertainment"
"1794","The transformative power of classical music","livemusic"
"1795","The transformative power of classical music","music"
"1796","The transformative power of classical music","performance"
"1797","One Laptop per Child, two years on","activism"
"1798","One Laptop per Child, two years on","computers"
"1799","One Laptop per Child, two years on","design"
"1800","One Laptop per Child, two years on","technology"
"1801","""Clonie""","culture"
"1802","""Clonie""","entertainment"
"1803","""Clonie""","genetics"
"1804","""Clonie""","livemusic"
"1805","""Clonie""","piano"
"1806","""Clonie""","science"
"1807","""Clonie""","singer"
"1808","A performance with breath, music, passion","entertainment"
"1809","A performance with breath, music, passion","livemusic"
"1810","A performance with breath, music, passion","music"
"1811","Stephen Hawking's zero g flight","business"
"1812","Stephen Hawking's zero g flight","flight"
"1813","Stephen Hawking's zero g flight","science"
"1814","Stephen Hawking's zero g flight","space"
"1815","Stephen Hawking's zero g flight","technology"
"1816","Stephen Hawking's zero g flight","universe"
"1817","The story of a girl","art"
"1818","The story of a girl","children"
"1819","The story of a girl","family"
"1820","The story of a girl","globalissues"
"1821","The story of a girl","media"
"1822","The story of a girl","photography"
"1823","The story of a girl","storytelling"
"1824","""Peace on Earth""","entertainment"
"1825","""Peace on Earth""","guitar"
"1826","""Peace on Earth""","livemusic"
"1827","""Peace on Earth""","music"
"1828","""Peace on Earth""","peace"
"1829","""Peace on Earth""","performance"
"1830","""Peace on Earth""","singer"
"1831","""Peace on Earth""","storytelling"
"1832","A hero of the Congo forest","Africa"
"1833","A hero of the Congo forest","activism"
"1834","A hero of the Congo forest","animals"
"1835","A hero of the Congo forest","biodiversity"
"1836","A hero of the Congo forest","ecology"
"1837","A hero of the Congo forest","trees"
"1838","A hero of the Congo forest","war"
"1839","Animate characters by evolving them","animals"
"1840","Animate characters by evolving them","animation"
"1841","Animate characters by evolving them","biomechanics"
"1842","Animate characters by evolving them","demo"
"1843","Animate characters by evolving them","design"
"1844","Animate characters by evolving them","entertainment"
"1845","Animate characters by evolving them","gaming"
"1846","Animate characters by evolving them","technology"
"1847","Animate characters by evolving them","virtualreality"
"1848","What happens when you lose everything","culture"
"1849","What happens when you lose everything","film"
"1850","What happens when you lose everything","library"
"1851","What happens when you lose everything","movies"
"1852","What happens when you lose everything","personalgrowth"
"1853","What happens when you lose everything","storytelling"
"1854","Institutions vs. collaboration","business"
"1855","Institutions vs. collaboration","cognitivescience"
"1856","Institutions vs. collaboration","collaboration"
"1857","Institutions vs. collaboration","culture"
"1858","Institutions vs. collaboration","socialchange"
"1859","Institutions vs. collaboration","society"
"1860","Institutions vs. collaboration","technology"
"1861","""Mother of Pearl,"" ""If I Had You""","entertainment"
"1862","""Mother of Pearl,"" ""If I Had You""","humor"
"1863","""Mother of Pearl,"" ""If I Had You""","livemusic"
"1864","""Mother of Pearl,"" ""If I Had You""","love"
"1865","""Mother of Pearl,"" ""If I Had You""","music"
"1866","""Mother of Pearl,"" ""If I Had You""","performance"
"1867","""Mother of Pearl,"" ""If I Had You""","piano"
"1868","""Mother of Pearl,"" ""If I Had You""","women"
"1869","Let's look for life in the outer solar system","Planets"
"1870","Let's look for life in the outer solar system","astrobiology"
"1871","Let's look for life in the outer solar system","astronomy"
"1872","Let's look for life in the outer solar system","biotech"
"1873","Let's look for life in the outer solar system","exploration"
"1874","Let's look for life in the outer solar system","extraterrestriallife"
"1875","Let's look for life in the outer solar system","physics"
"1876","Let's look for life in the outer solar system","science"
"1877","Let's look for life in the outer solar system","technology"
"1878","Let's look for life in the outer solar system","universe"
"1879","The brain in love","brain"
"1880","The brain in love","cognitivescience"
"1881","The brain in love","culture"
"1882","The brain in love","literature"
"1883","The brain in love","love"
"1884","The brain in love","poetry"
"1885","The brain in love","psychology"
"1886","The brain in love","relationships"
"1887","The brain in love","science"
"1888","The brain in love","technology"
"1889","On technology and faith","Christianity"
"1890","On technology and faith","God"
"1891","On technology and faith","death"
"1892","On technology and faith","faith"
"1893","On technology and faith","religion"
"1894","On technology and faith","technology"
"1895","My year of living biblically","comedy"
"1896","My year of living biblically","culture"
"1897","My year of living biblically","entertainment"
"1898","My year of living biblically","humanity"
"1899","My year of living biblically","humor"
"1900","My year of living biblically","religion"
"1901","My year of living biblically","writing"
"1902","Brain magic","brain"
"1903","Brain magic","entertainment"
"1904","Brain magic","illusion"
"1905","Brain magic","magic"
"1906","The new era of positive psychology","brain"
"1907","The new era of positive psychology","education"
"1908","The new era of positive psychology","evolutionarypsychology"
"1909","The new era of positive psychology","happiness"
"1910","The new era of positive psychology","introvert"
"1911","The new era of positive psychology","personality"
"1912","The new era of positive psychology","psychology"
"1913","The new era of positive psychology","science"
"1914","The new era of positive psychology","technology"
"1915","The wonder of Zulu wire art","Africa"
"1916","The wonder of Zulu wire art","art"
"1917","The wonder of Zulu wire art","business"
"1918","The wonder of Zulu wire art","design"
"1919","On humanity","Africa"
"1920","On humanity","culture"
"1921","On humanity","entertainment"
"1922","On humanity","humanity"
"1923","On humanity","humor"
"1924","On humanity","literature"
"1925","On humanity","poetry"
"1926","On humanity","writing"
"1927","A dig for humanity's origins","Africa"
"1928","A dig for humanity's origins","ancientworld"
"1929","A dig for humanity's origins","anthropology"
"1930","A dig for humanity's origins","apes"
"1931","A dig for humanity's origins","evolution"
"1932","A dig for humanity's origins","humanorigins"
"1933","A dig for humanity's origins","humanity"
"1934","A dig for humanity's origins","paleontology"
"1935","A dig for humanity's origins","science"
"1936","The web as art","art"
"1937","The web as art","culture"
"1938","The web as art","entertainment"
"1939","The web as art","globalissues"
"1940","The web as art","happiness"
"1941","The web as art","software"
"1942","The web as art","storytelling"
"1943","The web as art","web"
"1944","A tour of modern architecture","architecture"
"1945","A tour of modern architecture","art"
"1946","A tour of modern architecture","business"
"1947","A tour of modern architecture","design"
"1948","A tour of modern architecture","humor"
"1949","The next 5,000 days of the web","communication"
"1950","The next 5,000 days of the web","complexity"
"1951","The next 5,000 days of the web","future"
"1952","The next 5,000 days of the web","technology"
"1953","The next 5,000 days of the web","web"
"1954","A computer that works like the brain","brain"
"1955","A computer that works like the brain","complexity"
"1956","A computer that works like the brain","computers"
"1957","A computer that works like the brain","design"
"1958","A computer that works like the brain","engineering"
"1959","A computer that works like the brain","science"
"1960","A computer that works like the brain","technology"
"1961","A computer that works like the brain","visualizations"
"1962","The math and magic of origami","art"
"1963","The math and magic of origami","design"
"1964","The math and magic of origami","engineering"
"1965","The math and magic of origami","math"
"1966","The math and magic of origami","origami"
"1967","The math and magic of origami","space"
"1968","Blindfold origami and cello","cello"
"1969","Blindfold origami and cello","entertainment"
"1970","Blindfold origami and cello","music"
"1971","Blindfold origami and cello","origami"
"1972","Shedding light on dark matter","astronomy"
"1973","Shedding light on dark matter","bigbang"
"1974","Shedding light on dark matter","darkmatter"
"1975","Shedding light on dark matter","education"
"1976","Shedding light on dark matter","energy"
"1977","Shedding light on dark matter","physics"
"1978","Shedding light on dark matter","science"
"1979","Shedding light on dark matter","telescopes"
"1980","Shedding light on dark matter","time"
"1981","Shedding light on dark matter","universe"
"1982","A family tree for humanity","Africa"
"1983","A family tree for humanity","DNA"
"1984","A family tree for humanity","anthropology"
"1985","A family tree for humanity","culture"
"1986","A family tree for humanity","evolution"
"1987","A family tree for humanity","genetics"
"1988","A family tree for humanity","race"
"1989","A family tree for humanity","science"
"1990","How photography connects us","animals"
"1991","How photography connects us","culture"
"1992","How photography connects us","design"
"1993","How photography connects us","entertainment"
"1994","How photography connects us","globalissues"
"1995","How photography connects us","photography"
"1996","How photography connects us","storytelling"
"1997","Close-up card magic with a twist","entertainment"
"1998","Close-up card magic with a twist","humor"
"1999","Close-up card magic with a twist","illusion"
"2000","Close-up card magic with a twist","magic"
"2001","Dog-friendly dog training","animals"
"2002","Dog-friendly dog training","brain"
"2003","Dog-friendly dog training","children"
"2004","Dog-friendly dog training","psychology"
"2005","""The Dog Song""","animals"
"2006","""The Dog Song""","entertainment"
"2007","""The Dog Song""","livemusic"
"2008","""The Dog Song""","music"
"2009","""The Dog Song""","piano"
"2010","Great piano performances, recreated","entertainment"
"2011","Great piano performances, recreated","livemusic"
"2012","Great piano performances, recreated","music"
"2013","Great piano performances, recreated","performance"
"2014","Great piano performances, recreated","piano"
"2015","Great piano performances, recreated","technology"
"2016","Kids can teach themselves","children"
"2017","Kids can teach themselves","cities"
"2018","Kids can teach themselves","culture"
"2019","Kids can teach themselves","education"
"2020","Kids can teach themselves","globalissues"
"2021","Kids can teach themselves","teaching"
"2022","How I became an activist","Africa"
"2023","How I became an activist","activism"
"2024","How I became an activist","globalissues"
"2025","How I became an activist","identity"
"2026","How I became an activist","media"
"2027","How I became an activist","technology"
"2028","A talking, squawking parrot","animals"
"2029","A talking, squawking parrot","education"
"2030","A talking, squawking parrot","entertainment"
"2031","A talking, squawking parrot","performance"
"2032","DNA folding, in detail","DNA"
"2033","DNA folding, in detail","MacArthurgrant"
"2034","DNA folding, in detail","creativity"
"2035","DNA folding, in detail","nanoscale"
"2036","DNA folding, in detail","physics"
"2037","DNA folding, in detail","science"
"2038","DNA folding, in detail","technology"
"2039","Our next giant leap","business"
"2040","Our next giant leap","design"
"2041","Our next giant leap","exploration"
"2042","Our next giant leap","science"
"2043","Our next giant leap","space"
"2044","Our next giant leap","technology"
"2045","The web is more than ""better TV""","business"
"2046","The web is more than ""better TV""","history"
"2047","The web is more than ""better TV""","media"
"2048","The web is more than ""better TV""","technology"
"2049","The web is more than ""better TV""","telecom"
"2050","What we think we know","education"
"2051","What we think we know","illusion"
"2052","What we think we know","media"
"2053","What we think we know","science"
"2054","What we think we know","technology"
"2055","How humans and animals can live together","Africa"
"2056","How humans and animals can live together","animals"
"2057","How humans and animals can live together","biodiversity"
"2058","How humans and animals can live together","environment"
"2059","How humans and animals can live together","globalissues"
"2060","How humans and animals can live together","pollution"
"2061","How humans and animals can live together","primates"
"2062","How humans and animals can live together","science"
"2063","How to survive a nuclear attack","globalissues"
"2064","How to survive a nuclear attack","history"
"2065","How to survive a nuclear attack","medicine"
"2066","How to survive a nuclear attack","technology"
"2067","How to survive a nuclear attack","war"
"2068","A free digital library","books"
"2069","A free digital library","design"
"2070","A free digital library","entertainment"
"2071","A free digital library","film"
"2072","A free digital library","history"
"2073","A free digital library","library"
"2074","A free digital library","media"
"2075","A free digital library","music"
"2076","A free digital library","technology"
"2077","A free digital library","web"
"2078","Life in the deep oceans","animals"
"2079","Life in the deep oceans","geology"
"2080","Life in the deep oceans","life"
"2081","Life in the deep oceans","oceans"
"2082","Life in the deep oceans","science"
"2083","Life in the deep oceans","submarine"
"2084","Life in the deep oceans","technology"
"2085","Once upon a time, my mother ...","children"
"2086","Once upon a time, my mother ...","entertainment"
"2087","Once upon a time, my mother ...","memory"
"2088","Once upon a time, my mother ...","storytelling"
"2089","The camel's hump","animals"
"2090","The camel's hump","energy"
"2091","The camel's hump","entertainment"
"2092","The camel's hump","globalissues"
"2093","The camel's hump","sex"
"2094","The camel's hump","transportation"
"2095","What's wrong with school lunches","children"
"2096","What's wrong with school lunches","economics"
"2097","What's wrong with school lunches","education"
"2098","What's wrong with school lunches","food"
"2099","What's wrong with school lunches","garden"
"2100","What's wrong with school lunches","globalissues"
"2101","What's wrong with school lunches","green"
"2102","The moral roots of liberals and conservatives","brain"
"2103","The moral roots of liberals and conservatives","culture"
"2104","The moral roots of liberals and conservatives","evolution"
"2105","The moral roots of liberals and conservatives","evolutionarypsychology"
"2106","The moral roots of liberals and conservatives","globalissues"
"2107","The moral roots of liberals and conservatives","morality"
"2108","The moral roots of liberals and conservatives","politics"
"2109","The moral roots of liberals and conservatives","psychology"
"2110","What security means to me","activism"
"2111","What security means to me","culture"
"2112","What security means to me","globalissues"
"2113","What security means to me","spokenword"
"2114","What security means to me","technology"
"2115","What security means to me","violence"
"2116","What security means to me","war"
"2117","What security means to me","women"
"2118","How to pitch to a VC","business"
"2119","How to pitch to a VC","invention"
"2120","How to pitch to a VC","investment"
"2121","How to pitch to a VC","presentation"
"2122","How to pitch to a VC","technology"
"2123","Health and the human mind","brain"
"2124","Health and the human mind","evolutionarypsychology"
"2125","Health and the human mind","health"
"2126","Health and the human mind","humanity"
"2127","Health and the human mind","humor"
"2128","Health and the human mind","psychology"
"2129","Health and the human mind","science"
"2130","Health and the human mind","technology"
"2131","The psychology of evil","children"
"2132","The psychology of evil","crime"
"2133","The psychology of evil","culture"
"2134","The psychology of evil","education"
"2135","The psychology of evil","evil"
"2136","The psychology of evil","globalissues"
"2137","The psychology of evil","peace"
"2138","The psychology of evil","prison"
"2139","The psychology of evil","psychology"
"2140","Remember to say thank you","communication"
"2141","Remember to say thank you","culture"
"2142","Remember to say thank you","happiness"
"2143","Remember to say thank you","parenting"
"2144","Playtime with Pleo, your robotic dinosaur friend","children"
"2145","Playtime with Pleo, your robotic dinosaur friend","design"
"2146","Playtime with Pleo, your robotic dinosaur friend","dinosaurs"
"2147","Playtime with Pleo, your robotic dinosaur friend","entertainment"
"2148","Playtime with Pleo, your robotic dinosaur friend","happiness"
"2149","Playtime with Pleo, your robotic dinosaur friend","invention"
"2150","Playtime with Pleo, your robotic dinosaur friend","play"
"2151","Playtime with Pleo, your robotic dinosaur friend","technology"
"2152","Playtime with Pleo, your robotic dinosaur friend","toy"
"2153","Human nature and the blank slate","TEDBrainTrust"
"2154","Human nature and the blank slate","books"
"2155","Human nature and the blank slate","brain"
"2156","Human nature and the blank slate","children"
"2157","Human nature and the blank slate","culture"
"2158","Human nature and the blank slate","language"
"2159","Human nature and the blank slate","philosophy"
"2160","Human nature and the blank slate","psychology"
"2161","Human nature and the blank slate","science"
"2162","Robots will invade our lives","AI"
"2163","Robots will invade our lives","design"
"2164","Robots will invade our lives","humanity"
"2165","Robots will invade our lives","intelligence"
"2166","Robots will invade our lives","robots"
"2167","Robots will invade our lives","technology"
"2168","Things I've learned in my life so far","art"
"2169","Things I've learned in my life so far","design"
"2170","Things I've learned in my life so far","education"
"2171","Things I've learned in my life so far","happiness"
"2172","Things I've learned in my life so far","humor"
"2173","Things I've learned in my life so far","work"
"2174","Politics and religion are technologies","culture"
"2175","Politics and religion are technologies","democracy"
"2176","Politics and religion are technologies","globalissues"
"2177","Politics and religion are technologies","politics"
"2178","Politics and religion are technologies","religion"
"2179","Politics and religion are technologies","socialchange"
"2180","Politics and religion are technologies","society"
"2181","Politics and religion are technologies","war"
"2182","The Blur Building and other tech-empowered architecture","architecture"
"2183","The Blur Building and other tech-empowered architecture","art"
"2184","The Blur Building and other tech-empowered architecture","cities"
"2185","The Blur Building and other tech-empowered architecture","design"
"2186","The Blur Building and other tech-empowered architecture","theater"
"2187","Moving photos of extreme drug-resistant TB","TEDPrize"
"2188","Moving photos of extreme drug-resistant TB","art"
"2189","Moving photos of extreme drug-resistant TB","communication"
"2190","Moving photos of extreme drug-resistant TB","design"
"2191","Moving photos of extreme drug-resistant TB","media"
"2192","Moving photos of extreme drug-resistant TB","photography"
"2193","Moving photos of extreme drug-resistant TB","technology"
"2194","Are games better than life?","business"
"2195","Are games better than life?","design"
"2196","Are games better than life?","entertainment"
"2197","Are games better than life?","gaming"
"2198","Are games better than life?","technology"
"2199","Lessons from past presidents","entertainment"
"2200","Lessons from past presidents","history"
"2201","Lessons from past presidents","politics"
"2202","Lessons from past presidents","sports"
"2203","Lessons from past presidents","storytelling"
"2204","Lessons from past presidents","work-lifebalance"
"2205","The Web as a city","cities"
"2206","The Web as a city","communication"
"2207","The Web as a city","community"
"2208","The Web as a city","design"
"2209","The Web as a city","globalissues"
"2210","The Web as a city","web"
"2211","Playing invisible turntables","entertainment"
"2212","Playing invisible turntables","humor"
"2213","Playing invisible turntables","illusion"
"2214","Playing invisible turntables","livemusic"
"2215","Playing invisible turntables","music"
"2216","Playing invisible turntables","performance"
"2217","An 8-dimensional model of the universe","physics"
"2218","An 8-dimensional model of the universe","science"
"2219","An 8-dimensional model of the universe","technology"
"2220","Design and the Elastic Mind","art"
"2221","Design and the Elastic Mind","brain"
"2222","Design and the Elastic Mind","design"
"2223","Design and the Elastic Mind","museums"
"2224","On glamour","beauty"
"2225","On glamour","business"
"2226","On glamour","culture"
"2227","On glamour","entertainment"
"2228","On glamour","illusion"
"2229","On glamour","marketing"
"2230","On glamour","performance"
"2231","Healing through diet","health"
"2232","Healing through diet","healthcare"
"2233","Healing through diet","medicine"
"2234","Healing through diet","science"
"2235","Aliens, love -- where are they?","comedy"
"2236","Aliens, love -- where are they?","entertainment"
"2237","Aliens, love -- where are they?","extraterrestriallife"
"2238","Aliens, love -- where are they?","humor"
"2239","Aliens, love -- where are they?","love"
"2240","Aliens, love -- where are they?","movies"
"2241","Aliens, love -- where are they?","physics"
"2242","Aliens, love -- where are they?","science"
"2243","Aliens, love -- where are they?","time"
"2244","Nature vs. humans","demo"
"2245","Nature vs. humans","design"
"2246","Nature vs. humans","drones"
"2247","Nature vs. humans","flight"
"2248","Nature vs. humans","green"
"2249","Nature vs. humans","solarenergy"
"2250","Nature vs. humans","technology"
"2251","Nature vs. humans","transportation"
"2252","Flow, the secret to happiness","culture"
"2253","Flow, the secret to happiness","globalissues"
"2254","Flow, the secret to happiness","happiness"
"2255","Flow, the secret to happiness","music"
"2256","Flow, the secret to happiness","psychology"
"2257","Flow, the secret to happiness","work"
"2258","The face of AIDS in Africa","AIDS"
"2259","The face of AIDS in Africa","Africa"
"2260","The face of AIDS in Africa","activism"
"2261","The face of AIDS in Africa","disease"
"2262","The face of AIDS in Africa","globalissues"
"2263","The face of AIDS in Africa","health"
"2264","The face of AIDS in Africa","media"
"2265","The face of AIDS in Africa","photography"
"2266","The face of AIDS in Africa","science"
"2267","Why do societies collapse?","culture"
"2268","Why do societies collapse?","environment"
"2269","Why do societies collapse?","globalissues"
"2270","Why do societies collapse?","history"
"2271","Why do societies collapse?","socialchange"
"2272","Why do societies collapse?","society"
"2273","Why do societies collapse?","technology"
"2274","A story of mixed emoticons","design"
"2275","A story of mixed emoticons","entertainment"
"2276","A story of mixed emoticons","humor"
"2277","A story of mixed emoticons","love"
"2278","A story of mixed emoticons","media"
"2279","A story of mixed emoticons","poetry"
"2280","A story of mixed emoticons","storytelling"
"2281","Toys and materials from the future","business"
"2282","Toys and materials from the future","creativity"
"2283","Toys and materials from the future","design"
"2284","Toys and materials from the future","industrialdesign"
"2285","Toys and materials from the future","invention"
"2286","Toys and materials from the future","materials"
"2287","Toys and materials from the future","science"
"2288","Toys and materials from the future","smell"
"2289","Toys and materials from the future","technology"
"2290","Toys and materials from the future","toy"
"2291","The story of Ezra","Africa"
"2292","The story of Ezra","creativity"
"2293","The story of Ezra","culture"
"2294","The story of Ezra","entertainment"
"2295","The story of Ezra","film"
"2296","The story of Ezra","globalissues"
"2297","The story of Ezra","war"
"2298","The balancing act of compassion","charterforcompassion"
"2299","The balancing act of compassion","compassion"
"2300","The balancing act of compassion","globalissues"
"2301","The balancing act of compassion","religion"
"2302","The profound journey of compassion","charterforcompassion"
"2303","The profound journey of compassion","compassion"
"2304","The profound journey of compassion","globalissues"
"2305","The profound journey of compassion","religion"
"2306","The profound journey of compassion","self"
"2307","Compassion at the dinner table","charterforcompassion"
"2308","Compassion at the dinner table","compassion"
"2309","Compassion at the dinner table","faith"
"2310","Compassion at the dinner table","globalissues"
"2311","Compassion at the dinner table","life"
"2312","Compassion at the dinner table","religion"
"2313","Lose your ego, find your compassion","charterforcompassion"
"2314","Lose your ego, find your compassion","compassion"
"2315","Lose your ego, find your compassion","globalissues"
"2316","Lose your ego, find your compassion","religion"
"2317","Expanding your circle of compassion","charterforcompassion"
"2318","Expanding your circle of compassion","compassion"
"2319","Expanding your circle of compassion","globalissues"
"2320","Expanding your circle of compassion","love"
"2321","Expanding your circle of compassion","religion"
"2322","Expanding your circle of compassion","self"
"2323","The evolution of compassion","charterforcompassion"
"2324","The evolution of compassion","compassion"
"2325","The evolution of compassion","evolution"
"2326","The evolution of compassion","globalissues"
"2327","A flight through the ocean","business"
"2328","A flight through the ocean","design"
"2329","A flight through the ocean","exploration"
"2330","A flight through the ocean","invention"
"2331","A flight through the ocean","oceans"
"2332","A flight through the ocean","technology"
"2333","The power and the danger of online crowds","culture"
"2334","The power and the danger of online crowds","entertainment"
"2335","The power and the danger of online crowds","media"
"2336","The power and the danger of online crowds","socialchange"
"2337","The power and the danger of online crowds","socialmedia"
"2338","The power and the danger of online crowds","technology"
"2339","Walk the earth ... my 17-year vow of silence","activism"
"2340","Walk the earth ... my 17-year vow of silence","environment"
"2341","Walk the earth ... my 17-year vow of silence","globalissues"
"2342","Tales of creativity and play","art"
"2343","Tales of creativity and play","creativity"
"2344","Tales of creativity and play","design"
"2345","Tales of creativity and play","education"
"2346","Tales of creativity and play","play"
"2347","Tales of creativity and play","toy"
"2348","The science of scent","Senses"
"2349","The science of scent","beauty"
"2350","The science of scent","happiness"
"2351","The science of scent","materials"
"2352","The science of scent","science"
"2353","The science of scent","smell"
"2354","The science of scent","technology"
"2355","Science and democracy","Stringtheory"
"2356","Science and democracy","community"
"2357","Science and democracy","globalissues"
"2358","Science and democracy","physics"
"2359","Science and democracy","politics"
"2360","Science and democracy","science"
"2361","Science and democracy","socialchange"
"2362","A complicated hero in the war on dictatorship","communication"
"2363","A complicated hero in the war on dictatorship","globalissues"
"2364","A complicated hero in the war on dictatorship","morality"
"2365","A complicated hero in the war on dictatorship","politics"
"2366","A complicated hero in the war on dictatorship","terrorism"
"2367","A complicated hero in the war on dictatorship","war"
"2368","The story behind the Mars Rovers","Mars"
"2369","The story behind the Mars Rovers","Planets"
"2370","The story behind the Mars Rovers","design"
"2371","The story behind the Mars Rovers","exploration"
"2372","The story behind the Mars Rovers","physics"
"2373","The story behind the Mars Rovers","robots"
"2374","The story behind the Mars Rovers","science"
"2375","The story behind the Mars Rovers","solarsystem"
"2376","The story behind the Mars Rovers","space"
"2377","The story behind the Mars Rovers","technology"
"2378","Tidying up art","art"
"2379","Tidying up art","comedy"
"2380","Tidying up art","design"
"2381","Tidying up art","entertainment"
"2382","Tidying up art","humor"
"2383","Tidying up art","performance"
"2384","Tidying up art","simplicity"
"2385","The Long Now","TEDBrainTrust"
"2386","The Long Now","architecture"
"2387","The Long Now","art"
"2388","The Long Now","design"
"2389","The Long Now","future"
"2390","The Long Now","technology"
"2391","Fashion and creativity","business"
"2392","Fashion and creativity","creativity"
"2393","Fashion and creativity","design"
"2394","Fashion and creativity","entertainment"
"2395","Fashion and creativity","fashion"
"2396","Fashion and creativity","humor"
"2397","Fashion and creativity","media"
"2398","A tour of Nollywood, Nigeria's booming film industry","Africa"
"2399","A tour of Nollywood, Nigeria's booming film industry","creativity"
"2400","A tour of Nollywood, Nigeria's booming film industry","culture"
"2401","A tour of Nollywood, Nigeria's booming film industry","entertainment"
"2402","A tour of Nollywood, Nigeria's booming film industry","film"
"2403","A tour of Nollywood, Nigeria's booming film industry","globalissues"
"2404","A tour of Nollywood, Nigeria's booming film industry","media"
"2405","A tour of Nollywood, Nigeria's booming film industry","movies"
"2406","A tour of Nollywood, Nigeria's booming film industry","technology"
"2407","The design of the universe","astronomy"
"2408","The design of the universe","culture"
"2409","The design of the universe","darkmatter"
"2410","The design of the universe","design"
"2411","The design of the universe","physics"
"2412","The design of the universe","science"
"2413","The design of the universe","space"
"2414","The design of the universe","technology"
"2415","The design of the universe","telescopes"
"2416","The design of the universe","time"
"2417","What I'm worried about, what I'm excited about","business"
"2418","What I'm worried about, what I'm excited about","future"
"2419","What I'm worried about, what I'm excited about","health"
"2420","What I'm worried about, what I'm excited about","science"
"2421","What I'm worried about, what I'm excited about","technology"
"2422","A foie gras parable","entertainment"
"2423","A foie gras parable","food"
"2424","A foie gras parable","globalissues"
"2425","A foie gras parable","sustainability"
"2426","Do the green thing","business"
"2427","Do the green thing","climatechange"
"2428","Do the green thing","design"
"2429","Do the green thing","entertainment"
"2430","Do the green thing","globalissues"
"2431","Do the green thing","humor"
"2432","Do the green thing","media"
"2433","Do the green thing","sex"
"2434","The coming neurological epidemic","""Alzheimers"""
"2435","The coming neurological epidemic","aging"
"2436","The coming neurological epidemic","brain"
"2437","The coming neurological epidemic","business"
"2438","The coming neurological epidemic","health"
"2439","The coming neurological epidemic","publichealth"
"2440","The coming neurological epidemic","science"
"2441","The coming neurological epidemic","socialchange"
"2442","The coming neurological epidemic","technology"
"2443","The mysterious lives of giant trees","complexity"
"2444","The mysterious lives of giant trees","exploration"
"2445","The mysterious lives of giant trees","nature"
"2446","The mysterious lives of giant trees","science"
"2447","The mysterious lives of giant trees","trees"
"2448","The mysterious lives of giant trees","writing"
"2449","Life in Second Life","cities"
"2450","Life in Second Life","communication"
"2451","Life in Second Life","community"
"2452","Life in Second Life","computers"
"2453","Life in Second Life","entertainment"
"2454","Life in Second Life","entrepreneur"
"2455","Life in Second Life","life"
"2456","Life in Second Life","technology"
"2457","Life in Second Life","virtualreality"
"2458","The future of cars","alternativeenergy"
"2459","The future of cars","cars"
"2460","The future of cars","design"
"2461","The future of cars","energy"
"2462","The future of cars","future"
"2463","The future of cars","green"
"2464","The future of cars","technology"
"2465","Demo: The Orb","animation"
"2466","Demo: The Orb","demo"
"2467","Demo: The Orb","design"
"2468","Demo: The Orb","entertainment"
"2469","Demo: The Orb","invention"
"2470","Demo: The Orb","technology"
"2471","The joyful tradition of mountain music","culture"
"2472","The joyful tradition of mountain music","demo"
"2473","The joyful tradition of mountain music","entertainment"
"2474","The joyful tradition of mountain music","invention"
"2475","The joyful tradition of mountain music","livemusic"
"2476","The joyful tradition of mountain music","music"
"2477","The joyful tradition of mountain music","storytelling"
"2478","The playful search for beauty","art"
"2479","The playful search for beauty","creativity"
"2480","The playful search for beauty","design"
"2481","The playful search for beauty","exploration"
"2482","The playful search for beauty","play"
"2483","A plea for bees","animals"
"2484","A plea for bees","bees"
"2485","A plea for bees","disease"
"2486","A plea for bees","food"
"2487","A plea for bees","insects"
"2488","A plea for bees","life"
"2489","A plea for bees","nature"
"2490","My library of human imagination","books"
"2491","My library of human imagination","business"
"2492","My library of human imagination","culture"
"2493","My library of human imagination","design"
"2494","My library of human imagination","entertainment"
"2495","My library of human imagination","entrepreneur"
"2496","My library of human imagination","innovation"
"2497","My library of human imagination","invention"
"2498","My library of human imagination","library"
"2499","My library of human imagination","technology"
"2500","Why we make bad decisions","TEDBrainTrust"
"2501","Why we make bad decisions","brain"
"2502","Why we make bad decisions","choice"
"2503","Why we make bad decisions","culture"
"2504","Why we make bad decisions","entertainment"
"2505","Why we make bad decisions","goal-setting"
"2506","Why we make bad decisions","happiness"
"2507","Why we make bad decisions","psychology"
"2508","Why we make bad decisions","self"
"2509","Why we make bad decisions","society"
"2510","The price of happiness","books"
"2511","The price of happiness","business"
"2512","The price of happiness","culture"
"2513","The price of happiness","entertainment"
"2514","The price of happiness","food"
"2515","The price of happiness","happiness"
"2516","The price of happiness","writing"
"2517","There might just be life on Mars","Mars"
"2518","There might just be life on Mars","Planets"
"2519","There might just be life on Mars","exploration"
"2520","There might just be life on Mars","extraterrestriallife"
"2521","There might just be life on Mars","geology"
"2522","There might just be life on Mars","life"
"2523","There might just be life on Mars","science"
"2524","There might just be life on Mars","solarsystem"
"2525","There might just be life on Mars","technology"
"2526","There might just be life on Mars","universe"
"2527","The science of sync","biology"
"2528","The science of sync","biomechanics"
"2529","The science of sync","math"
